sample_path|masked_WER|masked_num_wrong_words|total_masked_num_words|true_trans|masked_trans|masked_plcmos|masked_OVRL_raw|masked_SIG_raw|masked_BAK_raw|masked_OVRL|masked_SIG|masked_BAK|masked_P808_MOS|target_OVRL_raw_bigvgan|target_OVRL_raw_hifi_gan|target_SIG_raw_bigvgan|target_SIG_raw_hifi_gan|target_BAK_raw_bigvgan|target_BAK_raw_hifi_gan|target_OVRL_bigvgan|target_OVRL_hifi_gan|target_SIG_bigvgan|target_SIG_hifi_gan|target_BAK_bigvgan|target_BAK_hifi_gan|target_P808_MOS_bigvgan|target_P808_MOS_hifi_gan|OVRL_raw_bigvgan|OVRL_raw_hifi_gan|SIG_raw_bigvgan|SIG_raw_hifi_gan|BAK_raw_bigvgan|BAK_raw_hifi_gan|OVRL_bigvgan|OVRL_hifi_gan|SIG_bigvgan|SIG_hifi_gan|BAK_bigvgan|BAK_hifi_gan|P808_MOS_bigvgan|P808_MOS_hifi_gan|plcmos_target_init_bigvgan|plcmos_target_init_hifi_gan|LSD_init_bigvgan|LSD_init_hifi_gan|STOI_init_bigvgan|STOI_init_hifi_gan|PESQ_init_bigvgan|PESQ_init_hifi_gan|WER_bigvgan|WER_hifi_gan|trans_bigvgan|trans_hifi_gan|num_wrong_words_bigvgan|num_wrong_words_hifi_gan|total_num_words_bigvgan|total_num_words_hifi_gan|plcmos_pred_bigvgan|plcmos_pred_hifi_gan|LSD_bigvgan|LSD_hifi_gan|STOI_bigvgan|STOI_hifi_gan|PESQ_bigvgan|PESQ_hifi_gan
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2061|8.3333|2|24|the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side|the princess sat down under a blue canopy with haze of roses she let anders sit in a golden chair by her side|3.6706|3.7724|3.9559|4.3628|3.2907|3.5202|4.1175|4.0534|3.7147|3.8849|3.9522|4.092|4.2574|4.4388|3.2559|3.3582|3.5185|3.5947|4.068|4.1523|4.1652|4.0776|3.7044|3.7922|3.9762|4.0037|4.2137|4.3798|3.2496|3.303|3.5319|3.547|4.0465|4.1258|4.0808|4.041|4.404|4.249|3.643|3.655|0.813|0.821|1.849|1.574|0.0|0.0|the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side|the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side|0|0|24|24|4.287|4.17|1.028|1.056|0.941|0.94|2.605|2.525
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_5|6.6667|2|30|a stage meal is popular because it proves to the audience that the actors even when called charles hawtrey or owen nares are real people just like you and me|a stage meal is popular because it proves to the audience that the actors even when called charles hultry or owen nair are real people just like you and me|3.7183|3.8848|4.0275|4.5585|3.3582|3.5601|4.2032|3.9359|4.0237|4.0404|4.2282|4.1927|4.3734|4.5145|3.4389|3.4484|3.666|3.6477|4.123|4.185|4.3302|4.133|4.0399|3.9737|4.27|4.1584|4.3662|4.445|3.4481|3.4101|3.6872|3.6299|4.1198|4.1551|4.328|4.0945|4.293|4.187|3.867|3.835|0.841|0.872|1.946|1.666|6.667|6.667|a stage meal is popular because it proves to the audience that the actors even when called charles holtry or owen nearest are real people just like you and me|a stage meal is popular because it proves to the audience that the actors even when called charles holtry or owen nearest are real people just like you and me|2|2|30|30|4.336|4.267|1.035|1.089|0.947|0.947|2.686|2.542
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_494|5.8824|1|17|the ideas also remain but they have become types in nature forms of men animals birds fishes|the ideas also remain but they have types in nature forms of men animals birds fishes|2.9264|3.1788|3.8199|3.2276|2.9066|3.4425|3.4212|3.4113|3.3939|3.2717|4.27|3.9962|3.1954|3.2383|3.0523|2.971|3.6871|3.5429|3.4006|3.4322|3.9165|3.7889|3.1046|2.8003|4.0561|3.6778|2.9533|2.7205|2.8567|2.6387|3.5754|3.3593|3.2072|3.0059|3.8545|3.766|3.754|3.727|4.022|3.989|0.792|0.806|2.184|1.907|0.0|0.0|the ideas also remain but they have become types in nature forms of men animals birds fishes|the ideas also remain but they have become types in nature forms of men animals birds fishes|0|0|17|17|3.554|3.542|0.873|0.959|0.929|0.928|3.198|3.095
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2410|10.7143|3|28|then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews impearled|then i long fried by natural illness received the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews imperiled|2.849|3.2198|3.5413|3.8053|2.9358|3.2749|3.8188|3.4476|3.8524|3.7149|4.2004|4.0433|4.1187|4.0944|3.339|3.256|3.6516|3.5683|3.9964|3.9845|3.6872|3.7921|3.8045|3.7532|4.158|4.0675|4.1007|4.1614|3.3101|3.279|3.6293|3.5808|3.9867|4.02|3.8066|3.8396|3.466|3.669|4.088|4.068|0.783|0.804|1.798|1.58|21.429|17.857|then i long tried by natural ills receiv would the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dew is imperl would|that i long tried by natural ills receiv would the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews imperl would|6|5|28|28|3.519|3.659|0.94|1.009|0.928|0.926|2.767|2.858
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2096|12.1212|4|33|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a heap among the benches where he lay moaning and groaning|before any could stop him he butted his majesty so furiously that the king soared into the air and tumbled in shape among the benches where he was moaning and groaning|3.2585|3.2822|3.4047|4.1104|2.9783|3.1884|3.9936|3.49|3.9003|3.7622|4.121|4.0498|4.3415|4.1502|3.3674|3.2849|3.6102|3.5721|4.1083|4.0144|3.927|3.9742|3.7453|3.8704|4.0891|4.1413|4.0504|4.3136|3.2747|3.3497|3.5933|3.6209|3.9615|4.0952|3.9149|3.8401|4.307|3.856|4.13|4.102|0.758|0.786|1.878|1.646|3.03|3.03|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a deep among the benches where he lay moaning and groaning|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a deep among the benches where he lay moaning and groaning|1|1|33|33|4.228|4.01|1.081|1.149|0.915|0.918|2.624|2.586
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_1864|15.7895|3|19|he detested the grasping disposition that would endeavor to take advantage of his evident desire to help young gates|he detested the grasping position that would endow to take advantage of his desire to help young gates|3.3414|3.5265|3.7382|4.1105|3.138|3.3951|3.9935|3.3957|3.3303|3.5884|3.6644|3.9038|3.8042|4.0389|3.0103|3.1774|3.3512|3.4914|3.8198|3.955|3.9698|3.9057|3.406|3.6703|3.7103|3.9506|3.8865|4.137|3.0603|3.2285|3.3788|3.5176|3.8688|4.0074|3.9493|3.8537|3.593|3.348|4.482|4.521|0.807|0.841|1.934|1.662|0.0|0.0|he detested the grasping disposition that would endeavor to take advantage of his evident desire to help young gates|he detested the grasping disposition that would endeavor to take advantage of his evident desire to help young gates|0|0|19|19|3.632|3.324|0.829|0.91|0.943|0.939|2.802|2.838
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2423|29.7297|11|37|0 little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah thel is like to thee|i am largely to tell me where thou complainest now when in one hour thou fade away then we shall suck thee but not find ah fell is like to thee|3.6709|3.4202|3.8529|3.7001|3.069|3.4615|3.7541|3.4588|3.66|3.7794|4.0717|4.1233|3.9434|4.0972|3.2219|3.2946|3.5837|3.6108|3.9011|3.9856|3.9531|3.9995|3.5586|3.7949|3.987|4.131|3.8322|4.11|3.1585|3.3031|3.5377|3.6146|3.8359|3.9889|3.8343|3.824|4.118|4.193|4.132|4.071|0.811|0.829|1.708|1.698|21.622|21.622|i start thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah fell is like to thee|i start thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah fell is like to thee|8|8|37|37|4.004|4.057|0.957|1.004|0.945|0.943|2.844|2.793
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_208|11.1111|3|27|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as well as them by the help of god|2.6603|3.5192|3.8386|3.837|3.1334|3.4541|3.839|3.4978|3.4088|3.7893|4.1029|4.1998|3.3468|3.9778|3.0621|3.3012|3.6005|3.6513|3.5131|3.9212|3.8827|3.7818|3.5541|3.7889|4.102|4.2143|3.6229|3.9118|3.1556|3.301|3.6001|3.6588|3.7035|3.8832|3.9361|3.7537|3.422|3.394|4.598|4.617|0.765|0.811|1.656|1.392|0.0|0.0|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|0|0|27|27|3.412|3.489|0.962|1.04|0.939|0.938|2.495|2.486
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2401|28.0|7|25|lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice|they are not and i will call the weak worm from its lowly bed and thou shalt hear its voice|2.4461|3.3624|3.707|3.7634|3.0317|3.3769|3.795|3.5012|3.8003|3.6767|4.1376|4.0924|4.181|4.0008|3.3079|3.2326|3.619|3.595|4.0302|3.9343|3.7741|3.932|3.7905|3.7023|4.1152|4.1066|4.2072|4.0189|3.302|3.2483|3.6072|3.6026|4.0434|3.9443|3.7703|3.9487|3.054|3.363|4.126|4.124|0.786|0.808|1.56|1.424|8.0|8.0|lives not alone nor of itself fear not and i will call the weak worm from his lowly bed and thou shalt hear its voice|lives not alone nor of itself fear not and i will call the weak worm from his lowly bed and thou shalt hear its voice|2|2|25|25|2.899|3.375|1.04|1.104|0.92|0.925|2.622|2.561
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_2035|0.0|0|17|for like as not they must have thought him a prince when they saw his fine cap|for like as not they must have thought him a prince when they saw his fine cap|2.9301|3.7358|3.8849|4.4314|3.2688|3.4806|4.1491|3.7164|3.9173|3.8184|4.1125|4.0297|4.4334|4.4067|3.3773|3.3187|3.6057|3.5612|4.15|4.138|4.1403|4.053|3.8889|3.7656|4.0895|3.9843|4.3678|4.3315|3.3606|3.2866|3.5935|3.5361|4.1205|4.1032|3.9234|4.0096|4.099|3.827|3.945|3.94|0.775|0.798|1.747|1.61|0.0|0.0|for like as not they must have thought him a prince when they saw his fine cap|for like as not they must have thought him a prince when they saw his fine cap|0|0|17|17|3.975|3.727|1.028|1.067|0.916|0.914|2.382|2.623
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_180|17.2414|5|29|that christ is very god is apparent in that paul ascribes to him divine powers equally with the father as for instance the power to dispense grace and peace|that christ is very god is apparent in that describes to him divine power equally with the father for instance the power to dismiss grace and peace|3.3257|3.585|3.8689|4.0288|3.1754|3.4716|3.9498|3.523|3.7652|3.7695|4.276|4.251|3.9238|3.8417|3.2868|3.2893|3.6902|3.6776|3.8908|3.8426|3.7369|3.7673|3.8755|3.7735|4.2003|4.1278|4.2898|4.0102|3.3527|3.2918|3.6516|3.6138|4.0839|3.9395|3.7004|3.7631|3.767|3.847|4.365|4.366|0.755|0.789|1.79|1.476|6.897|6.897|that christ is very god is apparent in that paul ascribes to him divine power equally with the father as for instance the power to dispose grace and peace|that christ is very god is apparent in that paul ascribes to him divine power equally with the father as for instance the power to dispose grace and peace|2|2|29|29|3.658|3.836|1.198|1.26|0.915|0.914|2.325|2.346
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=1.2_asr_start=270_mask=True/sample_1083|0.0|0|29|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|2.7341|3.4597|3.5752|4.2613|3.0941|3.2944|4.0697|3.2299|3.3249|3.597|3.5785|3.8282|4.0443|4.1918|3.0066|3.1825|3.2983|3.4476|3.9577|4.0355|4.0128|3.8491|3.3664|3.6114|3.5971|3.8436|4.0985|4.1831|3.0341|3.1917|3.3098|3.4565|3.9872|4.0312|3.9807|3.8323|3.497|3.616|4.473|4.483|0.816|0.84|1.785|1.707|0.0|0.0|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|0|0|29|29|3.439|3.624|0.878|0.949|0.947|0.946|2.775|2.821
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_1885|6.4516|2|31|it was a serious crime indeed mister watson told them and tom gates bade fair to serve a lengthy term in state is prison as a consequence of his rash act|it was a serious crime indeed mister watson told them tom gates bade fair to serve a lengthy term in the state is prison as a consequence of his rash act|3.2348|3.5638|3.9331|4.0017|3.1619|3.5079|3.9348|3.6528|3.4608|3.2715|4.0267|3.9371|3.5682|3.3915|3.096|2.9711|3.5596|3.5102|3.6693|3.5469|4.0358|3.9322|3.4933|3.4335|4.0027|3.9692|3.655|3.5806|3.117|3.0783|3.5465|3.528|3.7264|3.6776|3.9108|3.8604|3.592|3.666|4.193|4.244|0.8|0.849|1.895|1.803|3.226|3.226|it was a serious crime indeed mister watson told them and tom gates bade fair to serve a lengthy term in the state is prison as a consequence of his rash act|it was a serious crime indeed mister watson told them and tom gates bade fair to serve a lengthy term in the state is prison as a consequence of his rash act|1|1|31|31|3.606|3.745|0.97|1.047|0.926|0.93|2.632|2.684
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_69|3.7037|1|27|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|in the modern well constructed play he simply rings an imaginary confederate and tells him what he is going to do could anything be more natural|3.1872|3.4142|3.8106|3.7788|3.0655|3.4379|3.8013|3.8647|3.4206|3.1879|4.0198|3.8901|3.4941|3.2292|3.0694|2.9141|3.5558|3.4836|3.615|3.4253|4.1419|3.9569|3.4729|3.1738|4.0591|3.9502|3.5345|3.1746|3.1034|2.9045|3.5771|3.5174|3.6425|3.3842|4.1591|3.9745|3.716|3.689|4.192|4.179|0.777|0.791|1.656|1.441|0.0|0.0|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|0|0|27|27|3.625|3.636|1.165|1.229|0.913|0.907|2.403|2.436
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_317|6.0606|2|33|on the contrary he resolved to tell them that repenting of his violence and moved by her tears he had only carried her half way towards his house and then let her go|on the contrary he resolved to tell them that repenting of his violence and moved by his fears he had only carried her half way towards his house and then let her go|3.5924|3.8416|4.033|4.3013|3.3326|3.5631|4.0894|4.0157|4.1358|4.1488|4.3242|4.3603|4.5219|4.5408|3.502|3.5092|3.7142|3.732|4.1881|4.1959|4.1134|4.2512|4.1564|4.1763|4.3425|4.3734|4.5373|4.5493|3.5134|3.5244|3.7233|3.7383|4.1945|4.1994|4.1031|4.2607|4.439|4.446|3.852|3.871|0.833|0.855|1.889|1.733|3.03|3.03|on the contrary he resolved to tell them that repenting of this violence and moved by her tears he had only carried her half way towards his house and then let her go|on the contrary he resolved to tell them that repenting of this violence and moved by her tears he had only carried her half way towards his house and then let her go|1|1|33|33|4.218|4.318|1.123|1.14|0.917|0.92|2.6|2.654
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_2162|3.3333|1|30|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted and fulfilled merits|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|3.2912|3.1389|3.383|3.8359|2.8797|3.1726|3.8385|3.7139|3.2119|3.2201|3.8311|3.7623|3.3652|3.4142|2.9302|2.9362|3.4496|3.4097|3.5262|3.5624|3.9863|4.0332|3.0517|3.1802|3.7664|3.7142|3.1017|3.3804|2.819|2.9089|3.4118|3.3811|3.3254|3.5382|3.9371|4.0209|4.137|4.127|4.139|4.217|0.846|0.873|2.177|1.961|3.333|3.333|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|1|1|30|30|3.938|3.966|0.962|1.014|0.937|0.936|3.068|3.155
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_1861|11.1111|4|36|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of man where the neighbors and country people had been invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and only when within the memory of the man where the neighbors and country people had been the invited guests|3.0197|3.2067|3.6603|3.504|2.9269|3.3479|3.6251|3.8073|3.3123|3.3744|3.7742|3.8339|3.5504|3.6179|2.9961|3.0393|3.4146|3.451|3.6547|3.7021|3.9867|4.1413|3.3176|3.2948|3.7675|3.7474|3.585|3.6302|2.9982|2.9849|3.4095|3.3985|3.6745|3.7085|4.0747|4.2084|3.597|3.56|4.42|4.403|0.828|0.869|1.894|1.767|8.333|8.333|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of his man were the neighbors and country people had been the invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of his man were the neighbors and country people had been the invited guests|3|3|36|36|3.594|3.573|0.954|1.008|0.932|0.934|2.665|2.679
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_80|0.0|0|18|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|3.0611|3.5493|3.9738|3.9047|3.1526|3.5305|3.8789|3.4101|3.688|3.5497|4.2368|4.1231|3.7089|3.5356|3.2391|3.1529|3.6703|3.6112|3.7581|3.6472|3.8862|3.9893|3.4709|3.474|4.1916|4.1379|3.3861|3.3859|3.102|3.1045|3.6471|3.619|3.5405|3.5426|3.8571|3.897|2.962|3.444|3.902|3.928|0.802|0.855|1.987|1.828|0.0|0.0|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|0|0|18|18|3.166|3.404|1.023|1.062|0.922|0.937|2.793|2.849
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_1962|0.0|0|24|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|2.9779|3.805|4.0159|4.3383|3.3107|3.5538|4.1068|3.7908|4.1525|4.1015|4.3587|4.2922|4.518|4.5138|3.5113|3.4828|3.7312|3.6983|4.1864|4.1847|4.0229|4.1674|4.1422|4.0038|4.3346|4.2436|4.5272|4.3915|3.5056|3.4275|3.7193|3.6738|4.1903|4.1313|4.0105|4.013|4.094|4.381|3.993|4.007|0.742|0.763|1.74|1.479|0.0|4.167|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|the dull light fell more faintly upon the paves whereon another equation began to unfold itself slowly and to spread abroad its widening tail|0|1|24|24|3.989|4.299|1.065|1.102|0.909|0.907|2.591|2.644
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_1816|0.0|0|30|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|3.083|3.7141|3.8559|4.3897|3.2556|3.4641|4.1304|3.7334|3.8302|4.0841|4.1544|4.2502|4.1371|4.5109|3.3258|3.4731|3.6278|3.6771|4.0075|4.1834|3.9348|4.0987|3.8967|4.1297|4.155|4.2895|4.283|4.5091|3.3652|3.4986|3.6281|3.6969|4.0802|4.1827|3.9036|4.0268|4.148|4.204|3.93|3.936|0.762|0.785|1.734|1.522|0.0|0.0|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|0|0|30|30|4.118|4.231|0.997|1.064|0.915|0.913|2.462|2.522
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_304|5.1282|2|39|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the most secrecy her mother taking upon her the awe of midwife and she gave birth to a son one of the most beautiful ever seen|3.5473|3.9849|4.1261|4.5479|3.4163|3.6127|4.1987|3.6053|3.9632|4.0695|4.3296|4.2998|4.1327|4.4523|3.4036|3.4647|3.7169|3.702|4.0003|4.1573|4.04|4.0471|3.9368|3.9149|4.238|4.1466|4.2295|4.347|3.3887|3.3749|3.6708|3.6227|4.0536|4.1092|3.8803|3.922|4.572|4.542|4.067|4.135|0.765|0.789|1.691|1.57|5.128|5.128|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her grandmother taking upon her the opposite of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the opposite of midwife as she gave birth to a son one of the most beautiful ever seen|2|2|39|39|4.453|4.414|1.309|1.335|0.893|0.894|2.399|2.399
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=1_w2=2_asr_start=320_mask=True/sample_1529|0.0|0|25|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|3.735|2.9592|3.7498|2.9429|2.7536|3.4024|3.1963|3.7291|3.7544|3.5741|4.1239|3.9872|3.9425|3.7822|3.2798|3.1681|3.6115|3.5378|3.9008|3.8059|4.0976|4.1476|3.0353|3.2444|3.6284|3.6862|3.1291|3.4963|2.8081|2.9525|3.3288|3.3644|3.3483|3.619|4.0585|4.1872|4.633|4.461|4.147|4.181|0.813|0.831|2.033|1.813|0.0|0.0|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|0|0|25|25|4.63|4.42|1.036|1.038|0.91|0.91|2.693|2.619
